ORPHA|ORPHANAME|CONCEPTID|TITLE|SHORT DEFINITION
99740|Total intestinal aganglionosis|http://who.int/icd#12210_07368d94_d861_421b_b2a0_264c49b96108|Total intestinal aganglionosis|"Total intestinal aganglionosis (TIA) is the rarest (1-5% of all cases) and most extreme form of Hirschsprungís disease (HD; ), a congenital disorder of the enteric nervous system characterized by the absence of ganglion cells along the entire length of the colon and intestine. Symptoms include impaired intestinal motility, constipation, abdominal pain and distention, emesis and sometimes diarrhea.'"
99742|Amish lethal microcephaly|http://who.int/icd#6776_b047675b_e7d6_403d_8ca9_f59ab5570ff4|"Microcephaly, Amish type"|"Amish lethal microcephaly is a very rare syndrome characterized by extreme microcephaly and early death, within the first year. "
99748|Pontiac fever|http://who.int/icd#A48.2|Nonpneumonic Legionnaires' disease|"Pontiac fever (PF) is a mild form of legionellosis  manifesting with flu-like symptoms such as nausea, myalgia, fever, cough and headache but without pneumonia."
99750|Atypical progressive supranuclear palsy|http://who.int/icd#17625_588c79f3_df65_43e0_903d_add110bf20de|Atypical progressive supranuclear palsy|"Atypical progressive supranuclear palsy (atypical PSP) is a group of clinical syndromes associated with underlying PSP-tau pathology, that do not conform to the classic presentation of PSP (Richardson syndrome), a rare late-onset neurodegenerative disease. The group comprises PSP-Parkinsonism (PSP-P), PSP-Pure akinesia with gait freezing (PSP-PAGF), PSP-corticobasal syndrome (PSP-CBS) and PSP-progressive non fluent aphasia (PSP-PNFA) ."
99771|Bifid uvula|http://who.int/icd#Q35.7|Cleft uvula|Bifid uvula is a fissure type embryopathy affecting the uvula at the back of the soft palate.
99772|Cleft velum|http://who.int/icd#Q35.3|Cleft soft palate|Cleft velum is a fissure type embryopathy that affects in varying degrees the soft palate.
99803|Haddad syndrome|http://who.int/icd#11484_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Haddad syndrome|"Haddad syndrome is a rare genetic congenital disorder in which congenital central hypoventilation syndrome (CCHS), or Ondine syndrome, occurs concurrently with Hirschsprung disease. Intestinal aganglionosis is more extensive than in classical Hirschsprung disease. "
99811|Neuronal intestinal pseudoobstruction|http://who.int/icd#12287_07368d94_d861_421b_b2a0_264c49b96108|Neuronal intestinal pseudoobstruction|Neuronal intestinal pseudoobstruction is a form of chronic intestinal pseudoobstruction caused by a developmental failure of the enteric neurons to differentiate or migrate properly and manifests as a bowel obstruction.
99812|LIG4 syndrome|http://who.int/icd#8327_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|DNA-ligase IV deficiency|"LIG4 syndrome is a hereditary disorder associated with impaired DNA double strand break repair mechanisms and characterized by microcephaly, unusual facial features, growth and developmental delay, skin anomalies, and pancytopenia, which is associated with combined immunodeficiency (CID)."
99832|Resistance to thyrotropin-releasing hormone syndrome|http://who.int/icd#1749_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Resistance to thyrotropin-releasing hormone syndrome|Resistance to thyrotropin-releasing hormone (TRH) syndrome is a type of central congenital hypothyroidism  characterized by low levels of thyroid hormones due to insufficient release of thyroid-stimulating hormone (TSH) caused by pituitary resistance to TRH. It may or may not be observed from birth. 
99842|Leukocyte adhesion deficiency type I|http://who.int/icd#2299_07368d94_d861_421b_b2a0_264c49b96108|Leukocyte adhesion deficiency type 1|"Leukocyte adhesion deficiency type I (LAD-I) is a primary immune dieficiency that belongs to the group of leukocyte adhesion deficiencies characterized by life-threatening, recurrent bacterial infections."
99843|Leukocyte adhesion deficiency type II|http://who.int/icd#5082_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Leukocyte adhesion deficiency type 2|"Leukocyte adhesion deficiency type II (LAD-II) is a primary immune dieficiency that belongs to the group of leukocyte adhesion deficiencies characterized by recurrent bacterial infections, severe growth delay and severe intellectual deficit. "
99844|Leukocyte adhesion deficiency type III|http://who.int/icd#2310_07368d94_d861_421b_b2a0_264c49b96108|Leukocyte adhesion deficiency type 3|Leukocyte adhesion deficiency type III (LAD-III) is a form of Leukocyte adhesion deficiency characterized by both severe bacterial infections and a severe bleeding disorder. 
99845|Genetic recurrent myoglobinuria|http://who.int/icd#1518_07368d94_d861_421b_b2a0_264c49b96108|Genetic recurrent myoglobinuria|Genetic recurrent myoglobinuria is an inborn error of metabolism characterized by abnormal urinary excretion of myoglobin due to acute destruction of skeletal muscle fibers.
99867|Thymoma|http://who.int/icd#10527_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Thymoma|Thymoma is a rare thymic epithelial neoplasm (TEN; see this term) that arises from the epithelium of the thymic gland. It is the most common form of TEN. It  is often associated with myasthenia gravis or other autoimmune diseases.
99868|Thymic carcinoma|http://who.int/icd#10538_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Thymic carcinoma|Thymic carcinoma is a type of thymic epithelial neoplasm characterized by a high malignant potential. It represents 1% of thymic malignancies and occurs in all ages but more frequently between the ages of 30 and 60 years. 
99869|Thymus neuroendocrine carcinoma|http://who.int/icd#10549_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Thymic neuroendocrine carcinoma|Thymic neuroendocrine carcinoma is a type of thymic malignant neoplasm displaying evidence of neuroendocrine differentiation. 
99872|Hashimoto-Pritzker syndrome|http://who.int/icd#10120_07368d94_d861_421b_b2a0_264c49b96108|Hashimoto-Pritzker syndrome|"Hashimoto-Pritzker histiocytosis (HPH) is a variant of Langerhans cell histiocytosis characterized by multiple disseminated skin lesions (firm, red-brown, painless papulo-nodules). "
99874|Adult pulmonary Langerhans cell histiocytosis|http://who.int/icd#10142_07368d94_d861_421b_b2a0_264c49b96108|Adult pulmonary Langerhans cell histiocytosis|"Adult pulmonary Langerhans Cell Histiocytosis (PLCH) is a rare histiocytic lung disease characterized by the accumulation of Langerhans and other inflammatory cells in the small airways, resulting in the formation of nodular inflammatory lesions."
99903|Spirillary rat-bite fever|http://who.int/icd#A25.0|Spirillosis|"Spirillary rat-bite fever, also known as Sodoku (Japanese for so: rat and doku: poison), is an infectious disease caused by the Gram-negative bacillus Spirillum minus and is transmitted to humans through the bites and scratches of rats, and characterized by local inflammation, fever, lyphoadenopathies and macular rash (50% of cases). "
99905|Streptobacillary rat-bite fever|http://who.int/icd#A25.1|Streptobacillosis|"Streptobacillary rat-bite fever is a systemic zoonosis caused by the aerobic Gram-negative bacterium Streptobacillus moniliformis and is transmitted to humans through the bites and scratches of infected rats, and is associated with a morbilliform or purpuric rash of the extremities and frequently migratory polyarthralgia of the joints ."
99906|Farmer's lung disease|http://who.int/icd#J67.0|Farmer lung|"Farmer's lung disease is the main form of occupational hypersensitivity pneumonitis , caused by chronic inhalation of microorganisms, often thermophilic actinomycetes and less commonly Saccharopolyspora rectivirgula, living in mouldy hay, straw, or grain. It is characterized by variable degrees of dyspnea, cough, tiredness, headaches and occasional fever/night sweats, with acute, sub-acute or chronic clinical course"
99908|Pigeon-breeder's lung disease|http://who.int/icd#J67.2|Bird fancier lung|"Pigeon-breeder's lung disease, also called bird fancierís lung, is a hypersensitivity pneumonitis  induced by inhalation of bird derived-proteins. Presentation can be acute with chills, cough, fever, shortness of breath, chest tightness usually resolving within 24 h after cessation of antigen exposure, sub-acute with cough and dyspnea over several days to weeks, whereas chronic form results in breathlessness, coughing, lack of appetite and weight loss."
99925|Invasive mole|http://who.int/icd#26268_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Invasive mole|An invasive mole is a gestational trophoblastic tumor derived from a hydatidiform mole extending into the myometrium.
99926|Gestational choriocarcinoma|http://who.int/icd#26290_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Gestational choriocarcinoma|"Gestational choriocarcinoma is a gestational trophoblastic tumor occurring secondary to pregnancy (ectopic or normal), miscarriage, voluntary termination of pregnancy (VTP) or a hydatidiform mole."
99928|Placental site trophoblastic tumor|http://who.int/icd#26301_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Placental site trophoblastic tumor|"Placental site trophoblastic tumor is a rare gestational trophoblastic tumor (GTT) which develops from the placental implantation site and always occurs following pregnancy, voluntary termination of pregnancy (VTP) or miscarriage. Indicative signs are irregular metrorrhagia some time after spontaneous miscarriage or VTP, presence of metastasis or unexplained metrorrhagia in the weeks and months following normal childbirth or ectopic pregnancy. Chorionic gonadotropin (hCG) levels are usually low at about 10 to 100 IU/l (N < 2 to 5 IU/l). "
99930|Secondary pulmonary hemosiderosis|http://who.int/icd#840_8984f767_a0e4_4b83_87af_9c52b2e15291|Secondary pulmonary haemosiderosis|"Secondary pulmonary hemosiderosis is a respiratory disease due to the deposition of hemosiderin-laden macrophages in lungs as a result of repeated alveolar hemorrhage secondary to another disease, especially dysimmunitary disorders (i.e. Heiner syndrome , autoimmune diseases), thrombotic disorders and cardiovascular disorders such as mitral stenosis. It manifests as a triad of hemoptysis, anemia and diffuse parenchymal infiltrates on chest radiography"
99931|Idiopathic pulmonary hemosiderosis|http://who.int/icd#792_8984f767_a0e4_4b83_87af_9c52b2e15291|Idiopathic pulmonary haemosiderosis|"Idiopathic pulmonary hemosiderosis is a respiratory disease due to repeated episodes of diffuse alveolar hemorrhage without any underlying apparent cause, most often in children. Anemia, cough, and pulmonary infiltrates on chest radiographs are found in majority of the patients."
99932|Heiner syndrome|http://who.int/icd#984_8984f767_a0e4_4b83_87af_9c52b2e15291|Heiner syndrome|"Heiner syndrome, also called cowís milk hypersensitivity, is a food induced pulmonary hypersensiting syndrome that affects primarily infants and that is characterized by pulmonary hemosiderosis , digestive bleeding, anemia and poor growing, improving with milk elimination."
99936|Autosomal dominant Charcot-Marie-Tooth disease type 2B|http://who.int/icd#15570_588c79f3_df65_43e0_903d_add110bf20de|Charcot-Marie-Tooth disease type 2B|"Autosomal dominant Charcot-Marie-Tooth disease type 2B (CMT2B) is a severe form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy. CMT2B onset, in the 2nd or 3rd decade, is characterized by ulcerations and infections of feet. Symmetric and distal weakness develops mostly in the legs together with a severe symmetric distal sensory loss, tendon reflexes are only reduced at ankles and foot deformities, including pes cavus or planus and hammer toes, appear in childhood."
99937|Autosomal dominant Charcot-Marie-Tooth disease type 2C|http://who.int/icd#15585_588c79f3_df65_43e0_903d_add110bf20de|Charcot-Marie-Tooth disease type 2C|"Autosomal dominant Charcot-Marie-Tooth disease type 2C (CMT2C) is a form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy, characterized by the association of vocal cord naomalies, impairment of respiratory muscles and sensorineural hearing loss with the distal hands and feet weakness. Onset is between infancy and the 6th decade."
